protocol_type,service,duration,src_bytes,dst_bytes,logged_in,count,target
tcp,supdup,0,0,0,0,256,ataque
udp,other,1112,147,105,0,6,normal
tcp,netbios_dgm,0,0,0,0,190,ataque
tcp,private,31648,1,0,0,1,ataque
tcp,http,0,291,1792,1,6,normal
tcp,http,0,197,5790,1,8,normal
tcp,http,0,239,365,1,6,normal
tcp,private,0,0,0,0,117,ataque
tcp,imap4,0,0,0,0,273,ataque
udp,domain_u,0,36,0,0,5,normal
tcp,pop_3,0,150,9972,1,1,normal
udp,ntp_u,0,48,48,0,5,normal
udp,domain_u,0,42,130,0,308,normal
tcp,http,0,0,0,0,1,normal
tcp,smtp,1,926,331,1,1,normal
udp,private,0,1,0,0,66,ataque
tcp,nnsp,0,0,0,0,111,ataque
tcp,private,0,0,0,0,1,ataque
tcp,uucp,0,0,0,0,148,ataque
tcp,http,0,222,897,1,11,normal
tcp,http,0,236,7273,1,4,normal
tcp,link,0,0,0,0,263,ataque
tcp,http,0,208,3731,1,5,normal
tcp,private,0,0,0,0,65,ataque
tcp,http,0,323,2446,1,2,normal
tcp,ftp_data,0,172,0,1,2,normal
tcp,http,0,0,0,0,220,ataque
udp,private,0,1,0,0,65,ataque
tcp,hostnames,0,0,0,0,284,ataque
tcp,ftp_data,2,2194619,0,0,2,normal
tcp,Z39_50,0,0,0,0,212,ataque
tcp,smtp,2,1954,335,1,1,normal
tcp,http,0,233,421,1,21,normal
tcp,private,0,0,0,0,143,ataque
tcp,http,0,215,1103,1,6,normal
tcp,private,0,0,0,0,199,ataque
tcp,Z39_50,0,0,0,0,138,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,http_443,0,0,0,0,117,ataque
tcp,http,0,190,3303,1,3,normal
tcp,ftp_data,0,0,0,0,263,ataque
tcp,time,0,0,0,0,228,ataque
udp,domain_u,0,44,137,0,76,normal
tcp,http,0,0,0,0,25,ataque
tcp,private,0,0,0,0,286,ataque
tcp,smtp,3,942,369,1,1,normal
tcp,courier,0,0,0,0,149,ataque
tcp,exec,0,0,0,0,128,ataque
tcp,private,0,0,0,0,21,ataque
tcp,private,0,0,0,0,214,ataque
icmp,eco_i,0,30,0,0,4,normal
tcp,http,0,297,4123,1,15,normal
tcp,http,0,234,907,1,22,normal
tcp,http,0,0,0,0,1,normal
tcp,uucp_path,0,0,0,0,252,ataque
tcp,smtp,28,2334,371,1,1,normal
tcp,link,0,0,0,0,119,ataque
icmp,eco_i,0,8,0,0,1,ataque
udp,domain_u,0,43,133,0,72,normal
tcp,kshell,0,0,0,0,1,ataque
icmp,ecr_i,0,520,0,0,18,ataque
tcp,auth,0,0,0,0,209,ataque
icmp,ecr_i,0,520,0,0,441,ataque
tcp,http,0,298,362,1,27,normal
tcp,discard,0,0,0,0,135,ataque
icmp,eco_i,0,8,0,0,1,ataque
udp,other,0,147,0,0,5,normal
tcp,private,0,0,0,0,121,ataque
icmp,urp_i,0,181,0,0,2,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,telnet,0,0,0,0,21,ataque
udp,domain_u,0,44,122,0,222,normal
tcp,http,0,312,25925,1,1,normal
tcp,http,0,193,649,1,5,normal
tcp,ftp_data,0,2191,0,1,13,normal
tcp,http,0,325,5627,1,8,normal
tcp,ctf,0,0,0,0,239,ataque
tcp,private,0,0,0,0,211,ataque
tcp,private,0,0,0,0,122,ataque
udp,domain_u,0,44,135,0,81,normal
tcp,http,0,218,726,1,15,normal
tcp,private,0,0,0,0,279,ataque
tcp,smtp,0,810,332,1,3,normal
tcp,private,0,0,0,0,75,ataque
tcp,smtp,0,0,0,0,292,ataque
udp,domain_u,0,45,75,0,229,normal
tcp,http,0,306,389,1,15,normal
tcp,http,0,312,2251,1,33,normal
tcp,imap4,0,0,0,0,131,ataque
tcp,hostnames,0,0,0,0,300,ataque
tcp,IRC,0,66,18,1,1,normal
udp,domain_u,0,43,133,0,80,normal
tcp,nnsp,0,0,0,0,103,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,private,0,0,0,0,142,ataque
tcp,ftp_data,0,1556,0,0,19,normal
tcp,http,0,205,1090,1,3,normal
tcp,http,0,236,662,1,10,normal
udp,domain_u,0,43,126,0,75,normal
tcp,private,0,0,0,0,1,ataque
tcp,ftp_data,0,245,0,1,3,normal
tcp,smtp,1,1326,331,1,1,normal
tcp,private,0,0,0,0,298,ataque
tcp,http,0,0,0,0,66,ataque
udp,domain_u,0,42,42,0,4,normal
tcp,courier,0,0,0,0,127,ataque
tcp,auth,0,0,0,0,1,normal
icmp,eco_i,0,8,0,0,1,ataque
udp,domain_u,0,71,45,0,113,normal
icmp,urp_i,0,182,0,0,3,normal
tcp,vmnet,0,0,0,0,75,ataque
tcp,http,0,260,23731,1,1,normal
icmp,ecr_i,0,1032,0,0,67,ataque
tcp,http,0,320,1038,1,2,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,383,397,1,8,normal
tcp,telnet,0,0,0,0,1,normal
tcp,smtp,0,2581,363,1,1,normal
tcp,private,0,0,0,0,144,ataque
tcp,http,0,262,14245,1,3,normal
icmp,eco_i,0,30,0,0,1,normal
udp,domain_u,0,46,140,0,93,normal
tcp,http,0,0,0,0,1,normal
tcp,http,0,272,259,1,27,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,private,0,0,0,0,69,ataque
tcp,nnsp,0,0,0,0,104,ataque
tcp,other,14662,1,0,0,2,ataque
tcp,ftp_data,0,12,0,1,2,normal
icmp,eco_i,0,8,0,0,1,ataque
icmp,eco_i,0,30,0,0,6,normal
tcp,ftp_data,0,383,0,1,2,normal
tcp,private,0,0,0,0,225,ataque
tcp,private,25950,1,0,0,2,ataque
icmp,ecr_i,0,30,0,0,1,normal
tcp,ftp,0,0,0,0,247,ataque
tcp,http,0,233,13614,1,3,normal
tcp,http,0,309,336,1,1,normal
tcp,smtp,0,0,0,0,207,ataque
icmp,ecr_i,0,1032,0,0,322,ataque
icmp,ecr_i,0,1032,0,0,311,ataque
tcp,http,0,307,2698,1,3,normal
udp,domain_u,0,44,128,0,71,normal
tcp,ftp_data,0,0,0,0,134,ataque
tcp,smtp,0,1433,331,1,1,normal
tcp,http,0,418,6303,1,1,normal
tcp,private,0,0,0,0,91,ataque
tcp,private,0,0,0,0,175,ataque
icmp,ecr_i,0,1032,0,0,326,ataque
udp,domain_u,0,44,131,0,235,normal
tcp,http,0,0,0,0,272,ataque
tcp,private,0,0,0,0,274,ataque
tcp,http,0,337,307,1,3,normal
tcp,vmnet,0,0,0,0,297,ataque
tcp,private,0,0,0,0,272,ataque
tcp,ftp_data,0,0,0,0,6,ataque
tcp,smtp,0,896,333,1,1,normal
udp,domain_u,0,45,129,0,233,normal
tcp,link,0,0,0,0,100,ataque
tcp,http,0,246,618,1,5,normal
tcp,private,0,0,0,0,228,ataque
tcp,http,0,0,0,0,14,ataque
tcp,private,0,0,0,0,511,ataque
tcp,other,0,0,0,0,511,ataque
tcp,http,0,198,682,1,8,normal
tcp,sunrpc,0,0,0,0,293,ataque
tcp,http,0,207,337,1,15,normal
udp,domain_u,0,45,74,0,208,normal
tcp,private,0,0,0,0,234,ataque
tcp,http,0,233,1075,1,7,normal
udp,private,0,28,0,0,74,ataque
tcp,smtp,0,0,0,0,95,ataque
tcp,http,0,205,4275,1,12,normal
tcp,netbios_dgm,0,0,0,0,266,ataque
udp,domain_u,0,46,117,0,2,normal
tcp,http,0,346,397,1,10,normal
tcp,smtp,0,797,387,1,1,normal
udp,domain_u,0,44,133,0,85,normal
tcp,private,0,0,0,0,254,ataque
tcp,http,0,343,2432,1,12,normal
tcp,http,0,319,1606,1,50,normal
tcp,private,0,0,0,0,96,ataque
udp,domain_u,0,44,44,0,145,normal
udp,domain_u,0,45,45,0,189,normal
tcp,private,0,0,0,0,144,ataque
tcp,Z39_50,0,0,0,0,248,ataque
tcp,http,0,0,0,1,2,normal
tcp,http,0,223,302,1,4,normal
tcp,http,0,0,0,0,2,normal
tcp,domain,0,48,487,1,115,normal
tcp,http,0,314,288,1,1,normal
tcp,private,0,0,0,0,188,ataque
tcp,http,0,0,0,0,22,ataque
tcp,http,0,0,0,0,1,normal
tcp,http,0,213,1415,1,4,normal
udp,private,0,28,0,0,33,ataque
tcp,http,0,159,230,1,2,normal
tcp,private,0,0,0,0,111,ataque
tcp,private,0,0,0,0,139,ataque
tcp,uucp_path,0,0,0,0,261,ataque
tcp,IRC,0,87,129,0,1,normal
tcp,private,0,0,0,0,247,ataque
tcp,http,0,54540,8314,1,2,ataque
tcp,bgp,0,0,0,0,217,ataque
udp,domain_u,0,45,135,0,141,normal
tcp,private,0,0,0,0,1,ataque
tcp,smtp,0,0,0,0,2,normal
tcp,smtp,0,1307,331,1,1,normal
tcp,http,0,215,1492,1,18,normal
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,private,0,0,0,0,109,ataque
tcp,http,0,192,318,1,3,normal
tcp,smtp,0,0,0,0,2,normal
tcp,netstat,0,0,0,0,279,ataque
tcp,private,0,0,0,0,202,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,349,508,1,9,normal
udp,domain_u,0,43,43,0,133,normal
icmp,urp_i,0,182,0,0,2,normal
udp,other,0,147,0,0,5,normal
icmp,ecr_i,0,1032,0,0,394,ataque
tcp,smtp,1,3057,343,1,1,normal
tcp,netbios_ssn,0,0,0,0,211,ataque
tcp,http,0,171,631,1,2,normal
tcp,smtp,1,1007,333,1,1,normal
tcp,csnet_ns,0,0,0,0,117,ataque
udp,other,1832,146,105,0,1,normal
tcp,discard,0,0,0,0,269,ataque
tcp,http,0,317,15675,1,9,normal
tcp,smtp,1,1259,335,1,1,normal
tcp,private,0,0,0,0,151,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,147,6195,1,2,normal
tcp,telnet,16800,1970,101286,1,1,normal
tcp,http,0,0,0,0,1,normal
tcp,pop_3,0,52,1066,1,1,normal
tcp,smtp,0,0,0,0,238,ataque
tcp,daytime,0,0,0,0,214,ataque
udp,domain_u,0,44,76,0,170,normal
tcp,ftp_data,0,1690,0,1,6,normal
tcp,netbios_ns,0,0,0,0,233,ataque
tcp,smtp,7,1446,419,1,1,normal
tcp,http,0,346,662,1,35,normal
tcp,smtp,0,1979,332,1,3,normal
tcp,http,0,235,608,1,18,normal
tcp,http,0,200,6927,1,3,normal
udp,domain_u,0,45,125,0,69,normal
udp,private,0,1,0,0,144,ataque
tcp,printer,0,0,0,0,124,ataque
tcp,domain,0,0,0,0,262,ataque
udp,domain_u,0,42,75,0,253,normal
udp,domain_u,0,46,70,0,158,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,ftp,23,344,1069,1,1,normal
tcp,http,0,293,400,1,1,normal
tcp,telnet,0,0,0,0,21,ataque
tcp,finger,0,0,0,0,21,ataque
tcp,http,0,333,2224,1,17,normal
tcp,private,0,0,0,0,140,ataque
tcp,http,0,204,255,1,12,normal
tcp,http,0,262,458,1,5,normal
tcp,uucp_path,0,0,0,0,210,ataque
tcp,private,0,0,0,0,169,ataque
tcp,private,0,0,0,0,292,ataque
tcp,http,0,308,155266,1,4,normal
udp,other,1788,147,105,0,1,normal
tcp,private,26608,1,0,0,2,ataque
tcp,netstat,0,0,0,0,229,ataque
tcp,ftp_data,0,0,0,0,68,ataque
tcp,name,0,0,0,0,198,ataque
tcp,http,0,223,980,1,2,normal
tcp,finger,0,7,220,0,1,normal
tcp,private,0,0,0,0,362,ataque
tcp,http,0,194,1423,1,10,normal
tcp,http,0,193,263,1,4,normal
tcp,http,0,193,464,1,3,normal
udp,private,0,1,0,0,22,ataque
tcp,http,0,223,4066,1,27,normal
icmp,ecr_i,0,520,0,0,447,ataque
tcp,netstat,0,0,0,0,112,ataque
udp,other,3990,147,105,0,5,normal
tcp,http,0,0,0,0,1,normal
tcp,private,0,0,0,0,193,ataque
tcp,bgp,0,0,0,0,242,ataque
tcp,private,0,0,0,0,55,ataque
tcp,http,0,203,313,1,10,normal
tcp,http,0,227,2688,1,17,normal
tcp,courier,0,0,0,0,114,ataque
tcp,private,0,0,0,0,201,ataque
tcp,smtp,0,1796,329,1,1,normal
tcp,smtp,0,806,327,1,1,normal
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,private,0,0,0,0,244,ataque
udp,domain_u,0,44,142,0,71,normal
tcp,http,0,0,0,0,299,ataque
tcp,http,0,0,0,0,255,ataque
tcp,supdup,0,0,0,0,136,ataque
tcp,http,0,0,0,0,1,normal
tcp,private,0,0,0,0,275,ataque
udp,domain_u,0,44,44,0,86,normal
tcp,http,0,317,2121,1,1,normal
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,klogin,0,0,0,0,146,ataque
tcp,private,0,0,0,0,195,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,private,0,0,0,0,179,ataque
tcp,private,0,0,0,0,208,ataque
udp,private,0,28,0,0,44,ataque
tcp,private,0,0,0,0,4,ataque
tcp,http,0,0,0,0,6,ataque
tcp,iso_tsap,0,0,0,0,251,ataque
udp,other,659,101,45,0,3,normal
tcp,private,0,0,0,0,92,ataque
tcp,http,0,216,4368,1,15,normal
tcp,discard,0,0,0,0,269,ataque
tcp,http,0,325,1645,1,2,normal
tcp,other,0,0,0,0,511,ataque
tcp,ftp_data,0,0,0,0,15,ataque
tcp,ftp_data,12,7045,0,1,1,ataque
tcp,http,0,247,756,1,37,normal
tcp,http,0,226,3127,1,40,normal
tcp,private,22296,1,0,0,2,ataque
icmp,ecr_i,0,1032,0,0,510,ataque
tcp,other,0,0,0,0,400,ataque
tcp,private,0,0,0,0,212,ataque
tcp,private,0,0,0,0,71,ataque
icmp,ecr_i,0,520,0,0,212,ataque
tcp,private,0,0,0,0,154,ataque
tcp,finger,0,6,25,0,3,ataque
tcp,ftp_data,0,10389,0,1,8,normal
tcp,exec,0,0,0,0,146,ataque
tcp,private,0,0,0,0,262,ataque
tcp,netbios_ns,0,0,0,0,228,ataque
udp,other,10914,146,105,0,1,normal
tcp,http,0,0,0,1,3,normal
udp,domain_u,0,46,135,0,107,normal
tcp,telnet,40,124,11095,1,1,normal
tcp,http,0,226,396,1,18,normal
tcp,name,0,0,0,0,272,ataque
udp,domain_u,0,44,71,0,220,normal
tcp,http,0,54540,8314,1,4,ataque
tcp,smtp,0,1776,495,1,1,normal
tcp,http,0,248,372,1,6,normal
tcp,csnet_ns,0,0,0,0,14,ataque
tcp,http,0,356,398,1,17,normal
tcp,http,0,344,201,1,5,normal
tcp,private,0,0,0,0,1,ataque
tcp,http,0,286,6979,1,7,normal
tcp,private,0,0,0,0,111,ataque
tcp,http,0,302,2748,1,21,normal
tcp,private,0,0,0,0,122,ataque
tcp,private,0,0,0,0,130,ataque
tcp,http,0,333,280,1,12,normal
tcp,http,0,261,2010,1,2,normal
tcp,http,0,215,990,1,14,normal
tcp,http,0,284,281,1,2,normal
tcp,http,0,230,12471,1,6,normal
tcp,private,0,0,0,0,133,ataque
tcp,http,0,160,11378,1,1,normal
tcp,http,0,352,619,1,16,normal
tcp,http,0,205,3480,1,2,normal
tcp,smtp,4,783,335,1,1,normal
tcp,csnet_ns,0,0,0,0,22,ataque
udp,domain_u,0,44,44,0,90,normal
tcp,http,0,213,1395,1,14,normal
tcp,private,25861,1,0,0,2,ataque
tcp,http,0,320,420,1,7,normal
tcp,http,0,272,1233,1,6,normal
udp,domain_u,0,43,132,0,32,normal
tcp,http,0,304,1976,1,1,normal
tcp,link,0,0,0,0,253,ataque
tcp,private,0,0,0,0,152,ataque
tcp,private,0,0,0,0,2,ataque
tcp,http_443,0,0,0,0,2,ataque
tcp,auth,0,0,0,0,122,ataque
tcp,http,0,222,248,1,30,normal
tcp,http,0,331,1540,1,6,normal
tcp,ftp_data,0,175337,0,1,2,normal
tcp,smtp,0,934,338,1,1,normal
tcp,ftp_data,0,637,0,0,16,normal
tcp,http,0,270,337,1,11,normal
icmp,eco_i,0,30,0,0,1,normal
tcp,http,0,315,1413,1,7,normal
tcp,http,0,294,2591,1,2,normal
tcp,private,0,0,0,0,272,ataque
tcp,ftp_data,5044,5131424,0,1,1,ataque
tcp,ctf,0,0,0,0,282,ataque
tcp,discard,0,0,0,0,276,ataque
udp,private,0,1,0,0,42,ataque
tcp,http,0,313,4544,1,4,normal
tcp,finger,0,0,0,0,31,ataque
tcp,smtp,1,1578,329,1,1,normal
tcp,netbios_dgm,0,0,0,0,102,ataque
tcp,name,0,0,0,0,1,ataque
tcp,auth,0,0,0,0,279,ataque
tcp,domain,0,0,0,0,297,ataque
tcp,supdup,0,0,0,0,263,ataque
tcp,mtp,0,0,0,0,272,ataque
tcp,ftp_data,0,383,0,1,1,normal
tcp,login,0,0,0,0,147,ataque
udp,domain_u,0,44,161,0,23,normal
tcp,private,0,0,0,0,1,ataque
tcp,bgp,0,0,0,0,213,ataque
tcp,http,0,308,2919,1,2,normal
tcp,ftp_data,0,12324,0,1,2,normal
tcp,http,0,230,16759,1,24,normal
tcp,http,0,208,2431,1,9,normal
tcp,http,0,54540,8314,1,2,ataque
tcp,http,0,0,0,0,1,normal
tcp,netbios_dgm,0,0,0,0,259,ataque
tcp,private,0,0,0,0,248,ataque
tcp,ftp_data,0,192,0,0,1,normal
tcp,daytime,0,0,0,0,242,ataque
tcp,ftp_data,0,567,0,1,1,normal
tcp,private,0,0,0,0,263,ataque
tcp,telnet,299,112,847,0,1,ataque
tcp,private,0,0,0,0,1,ataque
tcp,http,0,309,3492,1,4,normal
tcp,private,0,0,0,0,34,ataque
tcp,private,0,0,0,0,295,ataque
tcp,http,0,288,421,1,22,normal
tcp,http,0,0,0,0,2,normal
tcp,ldap,0,0,0,0,138,ataque
tcp,http,0,350,280,1,1,normal
tcp,http,0,227,1797,1,16,normal
icmp,eco_i,0,8,0,0,1,ataque
icmp,eco_i,0,18,0,0,1,ataque
tcp,ftp_data,0,0,0,0,65,ataque
tcp,http,0,291,2624,1,19,normal
tcp,bgp,0,0,0,0,215,ataque
tcp,http,0,301,3222,1,8,normal
tcp,private,0,0,0,0,269,ataque
tcp,http,0,236,258,1,26,normal
tcp,http,0,325,2616,1,85,normal
tcp,private,0,0,0,0,4,ataque
udp,domain_u,0,44,138,0,91,normal
tcp,private,0,0,0,0,116,ataque
udp,domain_u,0,45,97,0,270,normal
tcp,Z39_50,0,0,0,0,228,ataque
tcp,ftp_data,0,12,0,1,2,normal
tcp,http,0,323,4396,1,8,normal
tcp,exec,0,0,0,0,138,ataque
tcp,ldap,0,0,0,0,31,ataque
tcp,systat,0,0,0,0,267,ataque
tcp,ftp_data,0,6062,0,0,15,normal
udp,domain_u,0,43,133,0,77,normal
tcp,smtp,1,1193,281,1,1,normal
tcp,private,26030,1,0,0,2,ataque
tcp,ftp_data,0,374,0,1,3,normal
tcp,ftp_data,0,7196,0,1,10,normal
tcp,name,0,0,0,0,182,ataque
tcp,http,0,232,406,1,50,normal
tcp,private,0,0,0,0,131,ataque
tcp,http,0,410,6726,1,12,normal
udp,domain_u,0,45,74,0,263,normal
tcp,http,0,0,0,0,1,normal
tcp,private,0,0,0,0,254,ataque
udp,domain_u,32,42,42,0,2,normal
tcp,courier,0,0,0,0,147,ataque
tcp,http,0,335,1570,1,16,normal
tcp,http,0,54540,8314,1,2,ataque
tcp,http,0,234,14570,1,1,normal
tcp,private,0,0,0,0,233,ataque
tcp,http,0,169,8147,1,4,normal
tcp,private,0,0,0,0,264,ataque
udp,domain_u,0,44,132,0,131,normal
udp,domain_u,0,45,45,0,130,normal
udp,domain_u,0,44,130,0,83,normal
udp,other,0,145,0,0,5,normal
tcp,private,0,0,0,0,206,ataque
tcp,http,0,290,14183,1,4,normal
udp,private,0,1,0,0,26,ataque
tcp,link,0,0,0,0,49,ataque
tcp,http,0,187,615,1,4,normal
tcp,telnet,12096,99,2822,1,1,normal
tcp,http,0,256,9428,1,1,normal
udp,domain_u,0,44,131,0,125,normal
tcp,csnet_ns,0,0,0,0,101,ataque
tcp,http,0,311,296,1,10,normal
tcp,echo,0,0,0,0,172,ataque
tcp,ftp_data,0,768,0,1,3,normal
tcp,X11,233,1210740,251536,1,1,normal
tcp,link,0,0,0,0,263,ataque
udp,domain_u,0,31,0,0,1,normal
tcp,http,0,0,0,0,4,ataque
icmp,eco_i,0,8,0,0,1,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,0,154,3181,1,1,normal
tcp,name,0,0,0,0,126,ataque
tcp,smtp,0,765,331,1,1,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,finger,0,10,141,0,1,normal
tcp,private,3,0,0,0,321,ataque
tcp,http,0,304,10393,1,9,normal
tcp,login,0,0,0,0,138,ataque
tcp,private,0,0,0,0,106,ataque
tcp,mtp,0,0,0,0,237,ataque
tcp,http,0,167,10912,1,1,normal
tcp,http,0,309,390,1,1,normal
tcp,smtp,5,1000,333,1,1,normal
tcp,private,0,0,0,0,212,ataque
udp,domain_u,0,43,43,0,158,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,private,0,0,0,0,229,ataque
tcp,private,0,0,0,0,1,ataque
tcp,http,0,217,337,1,30,normal
tcp,login,0,0,0,0,141,ataque
tcp,private,0,0,0,0,149,ataque
tcp,courier,0,0,0,0,137,ataque
tcp,http,0,239,394,1,79,normal
udp,private,0,1,0,0,24,ataque
tcp,http,0,286,6251,1,5,normal
tcp,finger,0,0,0,0,240,ataque
tcp,ftp_data,0,192,0,1,2,normal
tcp,ftp_data,0,192,0,0,2,normal
tcp,http,0,212,930,1,2,normal
tcp,http,0,286,337,1,33,normal
tcp,private,0,0,0,0,70,ataque
tcp,other,0,0,0,0,490,ataque
udp,private,0,105,147,0,1,normal
udp,other,5300,147,105,0,1,normal
tcp,http,0,341,2043,1,15,normal
udp,domain_u,0,45,137,0,98,normal
tcp,http,0,308,3091,1,14,normal
tcp,http,0,168,3846,1,2,normal
tcp,http,0,300,189,1,27,normal
tcp,http,0,276,3857,1,9,normal
tcp,ftp,28,1533,4152,1,1,normal
tcp,http,0,254,1347,1,8,normal
tcp,telnet,0,0,0,0,6,ataque
tcp,http,0,3744,4026,1,14,normal
tcp,private,0,0,0,0,121,ataque
tcp,private,0,0,0,0,119,ataque
tcp,smtp,0,866,331,1,1,normal
tcp,http,0,321,283,1,23,normal
tcp,http,0,0,0,0,241,ataque
tcp,private,0,0,0,0,189,ataque
tcp,http,0,0,0,0,1,normal
tcp,private,0,0,0,0,143,ataque
tcp,private,0,0,0,0,115,ataque
tcp,http,0,329,1695,1,4,normal
udp,private,0,105,146,0,1,normal
tcp,private,0,0,0,0,125,ataque
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,http,0,54540,8314,1,2,ataque
tcp,courier,0,0,0,0,136,ataque
tcp,http,0,0,0,0,282,ataque
tcp,http_443,0,0,0,0,132,ataque
udp,domain_u,0,45,81,0,230,normal
tcp,imap4,0,0,0,0,281,ataque
udp,private,0,28,0,0,97,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,iso_tsap,0,0,0,0,245,ataque
icmp,eco_i,0,20,0,0,1,ataque
tcp,ftp,15159,350,1185,1,1,ataque
tcp,private,0,0,0,0,129,ataque
tcp,http,0,351,310,1,7,normal
tcp,private,0,0,0,0,238,ataque
tcp,http,0,234,2239,1,2,normal
tcp,other,931,1,0,0,2,ataque
tcp,daytime,0,0,0,0,300,ataque
tcp,http,0,213,302,1,9,normal
tcp,discard,0,0,0,0,194,ataque
tcp,private,0,0,0,0,85,ataque
tcp,smtp,1,1303,369,1,1,normal
tcp,http,0,220,2079,1,12,normal
tcp,http,0,230,11430,1,5,normal
tcp,http,0,204,3182,1,6,normal
tcp,http,0,336,9032,1,2,normal
icmp,ecr_i,0,520,0,0,254,ataque
tcp,courier,0,0,0,0,105,ataque
tcp,http,0,0,0,0,1,normal
tcp,domain,0,0,0,0,285,ataque
tcp,name,0,0,0,0,188,ataque
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,ssh,0,0,0,0,81,ataque
tcp,netbios_dgm,0,0,0,0,166,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,http,81,328,189,1,25,normal
tcp,ftp,0,0,0,0,290,ataque
tcp,smtp,3,977,339,1,1,normal
tcp,private,0,0,0,0,212,ataque
tcp,http,0,0,0,0,1,normal
tcp,uucp_path,0,0,0,0,142,ataque
tcp,http,0,191,1924,1,8,normal
tcp,http,0,187,16118,1,1,normal
tcp,iso_tsap,0,0,0,0,242,ataque
tcp,smtp,0,2153,329,1,1,normal
tcp,ftp,10127,998,2191,1,1,ataque
tcp,ftp_data,0,12165,0,1,5,normal
udp,domain_u,0,43,126,0,139,normal
udp,domain_u,0,45,45,0,121,normal
tcp,ftp,0,0,0,0,284,ataque
tcp,http,0,220,1772,1,2,normal
tcp,private,0,0,0,0,194,ataque
udp,domain_u,0,44,113,0,4,normal
tcp,ftp_data,0,245,0,1,1,normal
tcp,nntp,0,0,0,0,103,ataque
tcp,http,0,202,454,1,11,normal
udp,private,0,28,0,0,96,ataque
tcp,private,0,0,0,0,202,ataque
tcp,private,0,0,0,0,23,ataque
tcp,exec,0,0,0,0,140,ataque
tcp,ftp_data,0,383,0,0,2,normal
tcp,telnet,0,0,0,0,73,ataque
udp,domain_u,0,43,71,0,114,normal
tcp,telnet,69,118,8926,1,2,normal
tcp,vmnet,0,0,0,0,209,ataque
tcp,telnet,0,126,179,0,2,ataque
tcp,smtp,1,2975,327,1,1,normal
udp,other,0,516,4,0,401,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,private,0,0,0,0,189,ataque
tcp,http,0,155,389,1,3,normal
tcp,Z39_50,0,0,0,0,140,ataque
tcp,http,0,0,0,0,1,normal
tcp,ftp,31,921,2720,1,1,normal
tcp,smtp,0,1073,301,1,1,normal
tcp,ftp_data,0,0,0,0,43,ataque
udp,domain_u,0,45,78,0,124,normal
udp,private,0,28,0,0,84,ataque
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,http,0,201,5347,1,5,normal
tcp,http,0,230,2265,1,2,normal
tcp,private,40469,1,0,0,2,ataque
tcp,uucp,0,0,0,0,135,ataque
udp,domain_u,0,43,116,0,103,normal
tcp,private,0,0,0,0,222,ataque
tcp,http,0,256,1109,1,8,normal
udp,domain_u,0,45,110,0,1,normal
tcp,daytime,0,0,0,0,134,ataque
tcp,uucp_path,0,0,0,0,291,ataque
udp,domain_u,0,44,131,0,1,normal
tcp,http,0,227,853,1,7,normal
tcp,http,0,228,6834,1,2,normal
udp,domain_u,0,44,67,0,159,normal
tcp,smtp,3,2013,368,1,1,normal
tcp,netbios_dgm,0,0,0,0,272,ataque
tcp,private,0,0,0,0,120,ataque
udp,domain_u,0,45,71,0,237,normal
tcp,private,0,0,0,0,252,ataque
tcp,private,0,0,0,0,127,ataque
tcp,finger,0,0,0,0,265,ataque
icmp,ecr_i,0,1032,0,0,511,ataque
tcp,http,0,239,422,1,5,normal
udp,private,0,105,147,0,3,normal
tcp,netbios_ssn,0,0,0,0,1,ataque
tcp,http,0,0,0,0,3,ataque
tcp,http,0,281,1946,1,2,normal
tcp,auth,0,0,0,0,225,ataque
tcp,telnet,1,102,1518,1,1,normal
tcp,http,0,219,2889,1,15,normal
tcp,private,0,0,0,0,137,ataque
tcp,http,0,192,318,1,2,normal
tcp,private,0,0,0,0,263,ataque
tcp,http,0,240,8718,1,4,normal
tcp,http,0,199,4023,1,5,normal
tcp,telnet,37,854,385102,1,1,normal
tcp,http,0,210,481,1,4,normal
tcp,private,0,0,0,0,106,ataque
icmp,eco_i,0,8,0,0,1,ataque
tcp,smtp,0,727,338,1,1,normal
tcp,smtp,0,2552,342,1,1,normal
icmp,eco_i,0,8,0,0,1,ataque
tcp,efs,0,0,0,0,115,ataque
tcp,http,0,0,0,0,1,normal
